"","id","lang","purpose"
"1106","s7151","pol","badania dot. empatii? Ontologii, epistemologii? No i czytania ze zrozumieniem."
"1107","s7155","pol","Ustalenie osobowości badanego"
"1108","s7168","nor","Leseforståelse"
"1109","s7183","tur","Algıda seçicilik çalışması olabilir."
"1110","s7195","nor","?"
"1111","s7201","eng","To try to gain an understanding of how people view the perspectives of other people based on limited context. Perhaps also to test how people read. "
"1112","s7202","eng","Perception of others thoughts and accuracy of those thoughts. "
"1113","s7204","eng","To test our theory of mind when we read stories, seeing how we interpret little discrepancies in language"
"1114","s7225","eng","I think the study may be looking at how people perceive knowledge in different scenarios, or how people differentiate between true belief and knowledge. "
"1115","s7246","eng","To see people's views on belief versus knowledge."
"1116","s7248","eng","To see how well people understand others' experiences/perceptions about the world."
"1117","s7249","eng","Assisting with furthering the scientific knowledge about language and comprehension."
"1118","s7251","eng","I am assuming this is a replication of a language comprehension study looking at how people assign agency and knowledge to the story subjects depending on whether we (the participants) are given information that is not available to the subjects."
"1119","s7252","eng","Language, interpretation and seeing things from others' perspectives."
"1120","s7267","eng","To evaluate how much we believe people make statement with certainty based on accuracy or good luck."
"1121","s7272","eng","To see how much information was retained in response to the events that happened in the readings"
"1122","s7281","eng","How people consider what ""knowledge"" is."
"1123","s7284","eng","These scenarios reminded me of the Gettier problem we learned about in philosophy."
"1124","s7291","eng","To see whether we think the consequences people face are being faced because of their own decision or outside forces."
"1125","s7308","nor","v jfvbfjhgf"
"1126","s7323","pol","Sprawdzenie w jakim stopniu badany potrafi rozróżnić faktyczną wiedzę a przypuszczenie i na jakiej zasadzie to robi"
"1127","s7329","nor","Attribusjonsstil"
"1128","s7331","nor","Å finne ut funksjonen til språklig formulering."
"1129","s7332","nor","oppmerksomhet, tilpassing"
"1130","s7333","nor","Jeg tror det handlet noe om språkforståelse "
"1131","s7338","nor","sjekke vår forståelse av ulike begreper"
"1132","s7366","eng","z"
"1133","s7370","nor","Undersøke hvor sikker man tror man kan være i sine antagelser "
"1134","s7375","nor","Se på virkningen av motivert tenkning? "
"1135","s7379","eng","Researching the concept of perception versus reality"
"1136","s7401","eng","Maybe something about how we measure the objectivity of things through language; what we perceive as true vs. fake?"
"1137","s7402","eng","To determine the effect of language on an individuals interpretation of a section of writing"
"1138","s7408","eng","to see how people analyse and understand text"
"1139","s7411","eng","To establish what people think is factual correct or incorrect alongside their beliefs on the matter."
"1140","s7417","nor"," Nei"
"1141","s7418","nor","Studere kunnskap."
"1142","s7433","eng","I think it's about understanding the difference between what people think and what actually is. "
"1143","s7434","eng","To see the association between words and perception. "
"1144","s7436","eng","To get an idea of people's perception of things. "
"1145","s7437","eng","To determine whether people can tell the difference between other people actually knowing things and or just believing things based on (incomplete) tacit knowledge."
"1146","s7447","nor","Evnen til å kunne sette seg inn i andres perspektiv, muligens hukommelseskapasitet"
"1147","s7458","nor","Teste folks språkforståelse. "
"1148","s7465","eng","Language use based on an individuals perception on a situation"
"1149","s7466","eng","To learn about how different people interpret language used in different ways."
"1150","s7468","eng","To find out how learning works based on perceptual fluency"
"1151","s7506","eng","To investigate how language works. "
"1152","s7511","eng","The purpose of this study is to try and remember the events and see how you view other peoples actions because the questions kept asking do you think its reasonable what they did or thought. "
"1153","s7515","eng","Literacy skills, or possibly memory recall"
"1154","s7523","ger","ÖSDJFGsöFGJ"
"1155","s7525","ger","äpegjmdg"
"1156","s7526","ger","s,mfbwe ar"
"1157","s7527","ger","löskdfnw-er#"
"1158","s7528","ger","#öoefsnwletkb-w töw"
"1159","s7533","zho","TEST SOPHIA"
"1160","s7537","eng","What assumptions we make of people when we first meet them. If we blame internal or external factors on their misconceptions."
"1161","s7540","eng","The purpose seems to be to gauge how people perceive the knowledge/beliefs of others, and whether knowledge is a fixed concept."
"1162","s7546","eng","To examine the feeling of language of the participant"
"1163","s7549","eng","To comprehend short paragraphs and to understand the difference between knowledge based information and perspective based. "
"1164","s7569","zho","無"
"1165","s7573","zho","判斷事情認知上與實際情況上的分別"
"1166","s7584","eng","to see opinion of what the characters thought
"
"1167","s7585","eng","People make their decision whether by their ability or their thinking."
"1168","s7586","eng","I think it has to do with the idea of what people perceive to be real versus what actually is real, and whether or not you can judge an individual on what they perceive to be as real."
"1169","s7587","eng","how the terminology used in the paragraph affect the reader's understanding of the paragraph"
"1170","s7593","zho","可能是語意邏輯及表達的研究（事實上不太清楚．．．．）"
"1171","s7594","zho","測試人類對文字的理解方式"
"1172","s7596","zho","閱讀理解（？）"
"1173","s7603","eng","The purpose of the study was to determine how different scenarios affect the way we think."
"1174","s7607","eng","I think the purpose of this study was to test the idea of a person's belief vs. their knowledge and how each of those may differ based on their set of truths and internal knowledge/expertise."
"1175","s7608","eng","How people have different perceptions of different scenarios and see things differently."
"1176","s7609","eng","To find a pattern between how people identify luck vs skill"
"1177","s7610","eng","to access situations and judge the way people really perceive daily tasks and challenges how much we really know about any given situation"
"1178","s7611","eng","I think that the purpose of this study is to figure out what a person's judgements are towards falsely-believed situations based on the context."
"1179","s7616","eng","Probably to study the relationship between language and human understanding. When using the similar structures in the sentences, whether people will understand them in the same way. However, if the participants are not a native speaker in English, will the results change or get bothered?"
"1180","s7618","eng","To determine people's perception of truth and subjectivity"
"1181","s7619","eng","To determine if people can remember details accurately and based on their memory what they think of a person in a given situation."
"1182","s7621","eng","Something about repetitive options in surveys"
"1183","s7633","nor","Vel, enten så er det for å sjekk om mennesker ser og konkluderer situasjoner objektivt hvis man ""vet alt"" eller så måler dere hvordan historier kan gjøre folk mer villige til å ta slike spørreundersøkelser. Eller noe annet haha"
"1184","s7647","nor","undersøke hvordan vi mennesker oppfatter/tolker andres beslutninger og vurderinger, og hvordan vi bruker språket til å beskrive/vurdere andres handlinger/reaksjoner."
"1185","s7650","nor","Usikker"
"1186","s7652","zho","判別受試者對於專家及民眾的知識信任程度,換言之,企圖分辨受試者是否因為物品分別者是專家就較相信他的能力"
"1187","s7653","nor","Selvtillit i persepsjonen våres og valgene vi tar."
"1188","s7658","zho","不清楚"
"1189","s7712","nor","Forskning på flaks"
"1190","s7714","nor","Språkforståelse "
"1191","s7742","zho","不清楚"
"1192","s7746","eng","To understand how language works to people."
"1193","s7747","nor","Forrholdet mellom resonomet, språk og situasjon i den første delen.
Den andre delen er antagelig der resultatene egentlig kommer"
"1194","s7756","eng","To understand how different people can think in relation to the text."
"1195","s7757","eng","All knowledge is important"
"1196","s7758","eng","Maybe to see how different people infer the same situations?"
"1197","s7782","ger","0"
"1198","s7801","eng","how people perceive situational language in a given concept"
"1199","s7858","ger","Erinnunerungsvermögen/ Auffassungsvermögen testen"
"1200","s7876","ger","Aufmerksamkeit zu prüfen und zu Prüfen, ob man Aussagen richtig versteht"
"1201","s7879","eng","How we perceive our world"
"1202","s7891","eng","To see what people's reactions were to certain theoretical situations about looking at the real or not real thing."
"1203","s7896","eng","I think the purpose of this study is to see how certain words influence our decision making"
"1204","s7897","eng","I think it wants to see what people define the behavior of people in these tasks"
"1205","s7898","eng","to understand how people interpret subtle differences in language."
"1206","s7919","eng","Examine language "
"1207","s7920","eng","No idea."
"1208","s7921","eng","I think the purpose was to understand how differentiate between seeing and believing and whether or the individual was going by his own knowledge or by their own volition. "
"1209","s7922","eng","im not really sure i guess how we think in different situations "
"1210","s7923","eng","To study how language has an effect on perception"
"1211","s7925","eng","To test my knowledge. "
"1212","s7937","eng","understanding the text"
"1213","s7938","eng","something related to trust or human psychology."
"1214","s7940","eng","reading accuracy and remembering details and how questions can influence our thoughts."
"1215","s7941","eng","To determine people's thoughts on perception versus knowledge"
"1216","s7942","eng","Distinguish between facts and actual reality?"
"1217","s7944","zho","閱讀及資訊整理的能力"
"1218","s7952","eng","I think the purpose of this study is to see how our perspectives of what people know fail to take into account perhaps their limited information. "
"1219","s7953","eng","To understand how different people think and analyze different situations."
"1220","s7960","eng","To be able to understand comprehension of tasks "
"1221","s7961","eng","to test people's thoughts on the difference between knowing and believing the truth? "
"1222","s7962","eng","Reasoning"
"1223","s7963","eng","Potentially a study in judgements of intellectual ability and perception, for example, I trust the ecologist knew it was a squirrel not a groundhog because of his expertise. "
"1224","s7964","eng","I think the purpose of the study is to decide if an individual is wrong or right when the point of view is omniscient, as in the one doing the action is not fully aware of the situation. "
"1225","s7967","eng","I think the purpose of the study was to analyze peoples' approaches to logic and reasoning."
"1226","s7974","eng","To determine how language is used"
"1227","s7975","eng","To see how well the people can perceive or observe interactions"
"1228","s7979","eng","To see how people access a situation and on what variables they put the blame on when something is gotten wrong."
"1229","s7991","ger","Kognition und Wahrnehmung"
"1230","s7992","ger","k.A"
"1231","s7993","eng","To find the distinction between what we believe to know and what we actually know"
"1232","s8012","zho","看一般人對於既定印象所做的判斷是否可信/有道理的"
"1233","s8018","zho","辨別想法中的真實性"
"1234","s8025","eng","To see how people perceive situations in which people do not truly know what they are experiencing"
"1235","s8044","eng","to understand one's ability to make a sensibility judgment between reading a story from an outside perspective versus being in the situation yourself "
"1236","s8045","eng","I do not know."
"1237","s8052","eng","The purpose of the study is to see if one can quickly pick up on the little details and figure out the thoughts of someone else."
"1238","s8057","zho","考驗讀者辨析能力"
"1239","s8064","eng","I'm not sure. "
"1240","s8078","eng","Luck and ability "
"1241","s8079","eng","No idea."
"1242","s8082","eng","I believe the purpose of this study was to understand how other people think through a number of scenarios. "
"1243","s8084","eng","I think the purpose to show that we do not always know the underlying possibilities of every situation."
"1244","s8085","eng","To asses ones knowledge of deciphering people's thoughts in situations.  "
"1245","s8086","eng","I think the purpose of this study, is to show how much people assume that they know something for fact without taking the time to actually think about it or look closer at it."
